
Prefectures,Both sexes (In),Male (In),Female (In),Both sexes (Out),Male (Out),Female (Out),Both sexes (Net),Male (Net),Female (Net)
Japan,2544639,1416826,1127813,2544639,1416826,1127813,0,0,0
Hokkaido,53382,31,540,21,842,58,620,32,847,25,773,-5,238,-1,307,-3,931
Aomori-ken,16236,9,703,6,533,21,892,12,173,9,719,-5,656,-2,470,-3,186
Iwate-ken,16220,9,431,6,789,20,843,11,295,9,548,-4,623,-1,864,-2,759
Miyagi-ken,45915,26,050,19,865,47,367,26,699,20,668,-1,452,-649,-803
Akita-ken,10697,6,229,4,468,13,606,7,343,6,263,-2,909,-1,114,-1,795
Yamagata-ken,12670,7,355,5,315,16,523,8,984,7,539,-3,853,-1,629,-2,224
Fukushima-ken,24226,14,268,9,958,30,805,17,441,13,364,-6,579,-3,173,-3,406
Ibaraki-ken,58289,34,637,23,652,60,152,35,122,25,030,-1,863,-485,-1,378
Tochigi-ken,37296,21,888,15,408,38,796,22,315,16,481,-1,500,-427,-1,073
Gumma-ken,37100,22,408,14,692,38,041,22,282,15,759,-941,126,-1,067
Saitama-ken,189756,103,909,85,847,164,917,91,370,73,547,24,839,12,539,12,300
Chiba-ken,161274,88,515,72,759,156,489,88,903,67,586,4,785,-388,5,173
Tokyo-to,454133,240,345,213,788,385,848,209,080,176,768,68,285,31,265,37,020
Kanagawa-ken,236543,129,816,106,727,207,937,115,429,92,508,28,606,14,387,14,219
Niigata-ken,22504,12,986,9,518,28,354,15,727,12,627,-5,850,-2,741,-3,109
Toyama-ken,13854,8,283,5,571,15,716,9,030,6,686,-1,862,-747,-1,115
Ishikawa-ken,18515,10,931,7,584,20,976,11,932,9,044,-2,461,-1,001,-1,460
Fukui-ken,9686,5,786,3,900,13,094,7,422,5,672,-3,408,-1,636,-1,772
Yamanashi-ken,15277,8,934,6,343,15,863,8,978,6,885,-586,-44,-542
Nagano-ken,31372,17,833,13,539,33,300,18,492,14,808,-1,928,-659,-1,269
Gifu-ken,32505,18,420,14,085,37,021,20,482,16,539,-4,516,-2,062,-2,454
Shizuoka-ken,58742,34,468,24,274,64,896,37,352,27,544,-6,154,-2,884,-3,270
Aichi-ken,123979,72,830,51,149,131,387,77,301,54,086,-7,408,-4,471,-2,937
Mie-ken,30432,18,167,12,265,36,829,21,705,15,124,-6,397,-3,538,-2,859
Shiga-ken,30684,17,653,13,031,30,672,17,736,12,936,12,-83,95
Kyoto-fu,59452,31,995,27,457,62,087,33,486,28,601,-2,635,-1,491,-1,144
Osaka-fu,177874,95,164,82,710,167,082,92,251,74,831,10,792,2,913,7,879
Hyogo-ken,92,924,49,881,43,043,100,321,54,409,45,912,-7,397,-4,528,-2,869
Nara-ken,24,515,12,742,11,773,25,834,13,617,12,217,-1,319,-875,-444
Wakayama-ken,12,051,6,672,5,379,14,174,7,599,6,575,-2,123,-927,-1,196
Tottori-ken,8,482,4,850,3,632,10,238,5,529,4,709,-1,756,-679,-1,077
Shimane-ken,10,697,6,087,4,610,12,586,6,853,5,733,-1,889,-766,-1,123
Okayama-ken,28,918,16,081,12,837,34,539,19,001,15,538,-5,621,-2,920,-2,701
Hiroshima-ken,44,660,26,264,18,396,56,069,32,009,24,060,-11,409,-5,745,-5,664
Yamaguchi-ken,23,185,13,529,9,656,26,903,14,679,12,224,-3,718,-1,150,-2,568
Tokushima-ken,9,418,5,393,4,025,11,975,6,475,5,500,-2,557,-1,082,-1,475
Kagawa-ken,16,283,9,305,6,978,19,067,10,792,8,275,-2,784,-1,487,-1,297
Ehime-ken,17,727,10,296,7,431,22,506,12,479,10,027,-4,779,-2,183,-2,596
Kochi-ken,9,204,5,346,3,858,11,039,5,896,5,143,-1,835,-550,-1,285
Fukuoka-ken,105,094,58,511,46,583,100,707,56,081,44,626,4,387,2,430,1,957
Saga-ken,16,261,8,849,7,412,17,437,9,437,8,000,-1,176,-588,-588
Nagasaki-ken,21,853,12,862,8,991,28,292,15,261,13,031,-6,439,-2,399,-4,040
Kumamoto-ken,30,375,17,219,13,156,31,999,17,757,14,242,-1,624,-538,-1,086
Oita-ken,19,604,11,504,8,100,22,712,12,890,9,822,-3,108,-1,386,-1,722
Miyazaki-ken,18,843,10,511,8,332,19,954,10,899,9,055,-1,111,-388,-723
Kagoshima-ken,27,085,15,390,11,695,29,837,16,036,13,801,-2,752,-646,-2,106
Okinawa-ken,28,847,15,990,12,857,29,337,15,950,13,387,-490,40,-530

21,892
